timestamp,data_state,num_samples,seed,label,feature,weight,rank
2026-02-28 01:47:34,clean,5000,,2,fantastic,0.30297128295656384,1
2026-02-28 01:47:34,clean,5000,,2,insightful,0.26141292533720123,2
2026-02-28 01:47:34,clean,5000,,2,organized,0.16361001212798204,3
2026-02-28 01:47:34,clean,5000,,2,every,0.14818954501724294,4
2026-02-28 01:47:34,clean,5000,,2,and,0.12854315967215246,5
2026-02-28 01:47:34,clean,5000,,2,this,0.1152534484498926,6
2026-02-28 01:47:34,clean,5000,,2,were,-0.083392032146337,7
2026-02-28 01:47:34,clean,5000,,2,was,-0.0745046611153444,8
2026-02-28 01:47:34,clean,5000,,2,It,-0.07446057671589082,9
2026-02-28 01:47:34,clean,5000,,2,had,-0.06892855847894659,10
