word,importance,metric,kernel_width,mean_weight,num_features,iteration
I,-0.030063659948465115,cosine,0.1925,0.134353717386068,27,0
had,0.09872744414934109,cosine,0.1925,0.134353717386068,27,0
a,0.1873101473747717,cosine,0.1925,0.134353717386068,27,0
fitsnatac,-0.1394133402528754,cosine,0.1925,0.134353717386068,27,0
time,-0.0055256463446867795,cosine,0.1925,0.134353717386068,27,0
at,-0.032312736261555335,cosine,0.1925,0.134353717386068,27,0
this,-0.254010640497767,cosine,0.1925,0.134353717386068,27,0
event,-0.12138555150390186,cosine,0.1925,0.134353717386068,27,0
It,0.10497658357500998,cosine,0.1925,0.134353717386068,27,0
was,0.09518233127462548,cosine,0.1925,0.134353717386068,27,0
wlel,0.025260682925396575,cosine,0.1925,0.134353717386068,27,0
orgnaiezd,-0.15863397196805354,cosine,0.1925,0.134353717386068,27,0
and,-0.30224934885836124,cosine,0.1925,0.134353717386068,27,0
eyojned,-0.03003294091300139,cosine,0.1925,0.134353717386068,27,0
every,-0.09969649657396987,cosine,0.1925,0.134353717386068,27,0
moment,-0.19107562185294108,cosine,0.1925,0.134353717386068,27,0
of,-0.01638161132753885,cosine,0.1925,0.134353717386068,27,0
it,0.0010892736426043616,cosine,0.1925,0.134353717386068,27,0
The,0.1303879780924225,cosine,0.1925,0.134353717386068,27,0
speakers,0.05015944768730712,cosine,0.1925,0.134353717386068,27,0
were,0.1583707256101699,cosine,0.1925,0.134353717386068,27,0
knowledgeable,0.17376043217450468,cosine,0.1925,0.134353717386068,27,0
insihgftul,-0.13689203856064963,cosine,0.1925,0.134353717386068,27,0
laerned,-0.04555070015069935,cosine,0.1925,0.134353717386068,27,0
lot,0.10802296286299688,cosine,0.1925,0.134353717386068,27,0
from,0.0076107117186117795,cosine,0.1925,0.134353717386068,27,0
them,-0.01620325623450421,cosine,0.1925,0.134353717386068,27,0
I,-0.005411504873750262,cosine,0.1925,0.13371733391282153,27,1
had,0.0944106478753953,cosine,0.1925,0.13371733391282153,27,1
a,0.20022286847284765,cosine,0.1925,0.13371733391282153,27,1
fitsnatac,-0.15833865961546187,cosine,0.1925,0.13371733391282153,27,1
time,-0.008160021941848635,cosine,0.1925,0.13371733391282153,27,1
at,-0.026794394836969777,cosine,0.1925,0.13371733391282153,27,1
this,-0.2591478562466636,cosine,0.1925,0.13371733391282153,27,1
event,-0.10511258774436558,cosine,0.1925,0.13371733391282153,27,1
It,0.0986629371459315,cosine,0.1925,0.13371733391282153,27,1
was,0.11597638236630835,cosine,0.1925,0.13371733391282153,27,1
wlel,0.03424086674710735,cosine,0.1925,0.13371733391282153,27,1
orgnaiezd,-0.13283488001484253,cosine,0.1925,0.13371733391282153,27,1
and,-0.2887918588624484,cosine,0.1925,0.13371733391282153,27,1
eyojned,-0.020542393809731097,cosine,0.1925,0.13371733391282153,27,1
every,-0.0752707249612735,cosine,0.1925,0.13371733391282153,27,1
moment,-0.15816620305170626,cosine,0.1925,0.13371733391282153,27,1
of,-0.014117428955190858,cosine,0.1925,0.13371733391282153,27,1
it,0.005691486089428151,cosine,0.1925,0.13371733391282153,27,1
The,0.1349360103597716,cosine,0.1925,0.13371733391282153,27,1
speakers,0.05763868660369207,cosine,0.1925,0.13371733391282153,27,1
were,0.16923495609381506,cosine,0.1925,0.13371733391282153,27,1
knowledgeable,0.1803556528636667,cosine,0.1925,0.13371733391282153,27,1
insihgftul,-0.13459017882396634,cosine,0.1925,0.13371733391282153,27,1
laerned,-0.03991007761422441,cosine,0.1925,0.13371733391282153,27,1
lot,0.11392585390954148,cosine,0.1925,0.13371733391282153,27,1
from,0.008466779336211401,cosine,0.1925,0.13371733391282153,27,1
them,-0.02003258810964832,cosine,0.1925,0.13371733391282153,27,1
I,0.000770993897976061,cosine,0.1925,0.13415523756065187,27,2
had,0.09668914504748362,cosine,0.1925,0.13415523756065187,27,2
a,0.20744783489957727,cosine,0.1925,0.13415523756065187,27,2
fitsnatac,-0.14500637080807446,cosine,0.1925,0.13415523756065187,27,2
time,0.006799519804406779,cosine,0.1925,0.13415523756065187,27,2
at,-0.03559022522905498,cosine,0.1925,0.13415523756065187,27,2
this,-0.264581880414811,cosine,0.1925,0.13415523756065187,27,2
event,-0.10357343190576257,cosine,0.1925,0.13415523756065187,27,2
It,0.11703366587637161,cosine,0.1925,0.13415523756065187,27,2
was,0.13444774235065074,cosine,0.1925,0.13415523756065187,27,2
wlel,0.018665946909892647,cosine,0.1925,0.13415523756065187,27,2
orgnaiezd,-0.1402442577135245,cosine,0.1925,0.13415523756065187,27,2
and,-0.2873947544616943,cosine,0.1925,0.13415523756065187,27,2
eyojned,-0.029891852166342946,cosine,0.1925,0.13415523756065187,27,2
every,-0.09947567522115394,cosine,0.1925,0.13415523756065187,27,2
moment,-0.168021456252626,cosine,0.1925,0.13415523756065187,27,2
of,-0.009396680735301689,cosine,0.1925,0.13415523756065187,27,2
it,0.0022037017760878023,cosine,0.1925,0.13415523756065187,27,2
The,0.12056881517804255,cosine,0.1925,0.13415523756065187,27,2
speakers,0.0557028075546713,cosine,0.1925,0.13415523756065187,27,2
were,0.15132024314878711,cosine,0.1925,0.13415523756065187,27,2
knowledgeable,0.1840268820654405,cosine,0.1925,0.13415523756065187,27,2
insihgftul,-0.153538881001137,cosine,0.1925,0.13415523756065187,27,2
laerned,-0.0393217942963313,cosine,0.1925,0.13415523756065187,27,2
lot,0.1260064658964329,cosine,0.1925,0.13415523756065187,27,2
from,0.008941454715223448,cosine,0.1925,0.13415523756065187,27,2
them,-0.014082413109193646,cosine,0.1925,0.13415523756065187,27,2
I,-0.015467257538066164,cosine,0.1925,0.1352225132391166,27,3
had,0.09914102487329317,cosine,0.1925,0.1352225132391166,27,3
a,0.21196388874926012,cosine,0.1925,0.1352225132391166,27,3
fitsnatac,-0.16183108967329754,cosine,0.1925,0.1352225132391166,27,3
time,0.001784426470683151,cosine,0.1925,0.1352225132391166,27,3
at,-0.007243509426875392,cosine,0.1925,0.1352225132391166,27,3
this,-0.2580286135180157,cosine,0.1925,0.1352225132391166,27,3
event,-0.11500504300602006,cosine,0.1925,0.1352225132391166,27,3
It,0.10014174457939712,cosine,0.1925,0.1352225132391166,27,3
was,0.09939867682814454,cosine,0.1925,0.1352225132391166,27,3
wlel,0.027232963656939797,cosine,0.1925,0.1352225132391166,27,3
orgnaiezd,-0.16242035757850107,cosine,0.1925,0.1352225132391166,27,3
and,-0.3113609358610021,cosine,0.1925,0.1352225132391166,27,3
eyojned,-0.032675724069561575,cosine,0.1925,0.1352225132391166,27,3
every,-0.08723470910993182,cosine,0.1925,0.1352225132391166,27,3
moment,-0.17567474071844116,cosine,0.1925,0.1352225132391166,27,3
of,-0.006648718529948309,cosine,0.1925,0.1352225132391166,27,3
it,0.01850602471929249,cosine,0.1925,0.1352225132391166,27,3
The,0.12498861125059578,cosine,0.1925,0.1352225132391166,27,3
speakers,0.040940005463302856,cosine,0.1925,0.1352225132391166,27,3
were,0.154165695523481,cosine,0.1925,0.1352225132391166,27,3
knowledgeable,0.17338637069897517,cosine,0.1925,0.1352225132391166,27,3
insihgftul,-0.14313777155488425,cosine,0.1925,0.1352225132391166,27,3
laerned,-0.05789629588822567,cosine,0.1925,0.1352225132391166,27,3
lot,0.1049010858546081,cosine,0.1925,0.1352225132391166,27,3
from,0.014180094555498414,cosine,0.1925,0.1352225132391166,27,3
them,-0.018324820550237857,cosine,0.1925,0.1352225132391166,27,3
I,-0.02788170920902427,cosine,0.1925,0.1341451409472239,27,4
had,0.10230928469080514,cosine,0.1925,0.1341451409472239,27,4
a,0.2008298293696828,cosine,0.1925,0.1341451409472239,27,4
fitsnatac,-0.15577064205447638,cosine,0.1925,0.1341451409472239,27,4
time,-0.001859707269030521,cosine,0.1925,0.1341451409472239,27,4
at,-0.012336358861849975,cosine,0.1925,0.1341451409472239,27,4
this,-0.24867000348422635,cosine,0.1925,0.1341451409472239,27,4
event,-0.12643528649520908,cosine,0.1925,0.1341451409472239,27,4
It,0.11290514161647865,cosine,0.1925,0.1341451409472239,27,4
was,0.10089906911337468,cosine,0.1925,0.1341451409472239,27,4
wlel,0.027092761907785715,cosine,0.1925,0.1341451409472239,27,4
orgnaiezd,-0.16939553398481186,cosine,0.1925,0.1341451409472239,27,4
and,-0.3045728799718512,cosine,0.1925,0.1341451409472239,27,4
eyojned,-0.035071886692964044,cosine,0.1925,0.1341451409472239,27,4
every,-0.10306699658969003,cosine,0.1925,0.1341451409472239,27,4
moment,-0.17494784165702973,cosine,0.1925,0.1341451409472239,27,4
of,-0.028647622461926966,cosine,0.1925,0.1341451409472239,27,4
it,0.00980269510005596,cosine,0.1925,0.1341451409472239,27,4
The,0.13077773465705136,cosine,0.1925,0.1341451409472239,27,4
speakers,0.041256088631355485,cosine,0.1925,0.1341451409472239,27,4
were,0.16268974094911948,cosine,0.1925,0.1341451409472239,27,4
knowledgeable,0.17588724989261514,cosine,0.1925,0.1341451409472239,27,4
insihgftul,-0.1456295958906042,cosine,0.1925,0.1341451409472239,27,4
laerned,-0.05715345884799146,cosine,0.1925,0.1341451409472239,27,4
lot,0.11619177217974448,cosine,0.1925,0.1341451409472239,27,4
from,0.011939802165849632,cosine,0.1925,0.1341451409472239,27,4
them,-0.005189901147854704,cosine,0.1925,0.1341451409472239,27,4
I,-0.020224307663698544,cosine,0.1925,0.13464608818998341,27,5
had,0.10984010389086468,cosine,0.1925,0.13464608818998341,27,5
a,0.1993984220679946,cosine,0.1925,0.13464608818998341,27,5
fitsnatac,-0.14734516441369896,cosine,0.1925,0.13464608818998341,27,5
