timestamp,data_state,num_samples,seed,label,feature,weight,rank
2026-02-28 01:47:01,clean,5000,,2,fantastic,0.29576025588526683,1
2026-02-28 01:47:01,clean,5000,,2,insightful,0.27152995146587794,2
2026-02-28 01:47:01,clean,5000,,2,every,0.13526487907364487,3
2026-02-28 01:47:01,clean,5000,,2,organized,0.10824227672752118,4
2026-02-28 01:47:01,clean,5000,,2,and,0.10476815026498744,5
2026-02-28 01:47:01,clean,5000,,2,were,-0.10404989884499592,6
2026-02-28 01:47:01,clean,5000,,2,this,0.0958373427726678,7
2026-02-28 01:47:01,clean,5000,,2,It,-0.0840220449469664,8
2026-02-28 01:47:01,clean,5000,,2,learned,0.08202006365956341,9
2026-02-28 01:47:01,clean,5000,,2,a,-0.07715985428245338,10
2026-02-28 01:48:08,clean,5000,7,2,fantastic,0.27990696713234353,1
2026-02-28 01:48:08,clean,5000,7,2,insightful,0.27928884064106174,2
2026-02-28 01:48:08,clean,5000,7,2,every,0.12993612646194413,3
2026-02-28 01:48:08,clean,5000,7,2,organized,0.12670393290676718,4
2026-02-28 01:48:08,clean,5000,7,2,and,0.10947511568271673,5
2026-02-28 01:48:08,clean,5000,7,2,this,0.10805824464732047,6
2026-02-28 01:48:08,clean,5000,7,2,were,-0.10329516738254822,7
2026-02-28 01:48:08,clean,5000,7,2,was,-0.06966662104185636,8
2026-02-28 01:48:08,clean,5000,7,2,learned,0.06709952162956083,9
2026-02-28 01:48:08,clean,5000,7,2,It,-0.05969417013779367,10
2026-02-28 01:48:08,clean,5000,7,2,fantastic,0.27990696713234353,1
2026-02-28 01:48:08,clean,5000,7,2,insightful,0.27928884064106174,2
2026-02-28 01:48:08,clean,5000,7,2,every,0.12993612646194413,3
2026-02-28 01:48:08,clean,5000,7,2,organized,0.12670393290676718,4
2026-02-28 01:48:08,clean,5000,7,2,and,0.10947511568271673,5
2026-02-28 01:48:08,clean,5000,7,2,this,0.10805824464732047,6
2026-02-28 01:48:08,clean,5000,7,2,were,-0.10329516738254822,7
2026-02-28 01:48:08,clean,5000,7,2,was,-0.06966662104185636,8
2026-02-28 01:48:08,clean,5000,7,2,learned,0.06709952162956083,9
2026-02-28 01:48:08,clean,5000,7,2,It,-0.05969417013779367,10
2026-02-28 01:48:08,clean,5000,7,2,fantastic,0.27990696713234353,1
2026-02-28 01:48:08,clean,5000,7,2,insightful,0.27928884064106174,2
2026-02-28 01:48:08,clean,5000,7,2,every,0.12993612646194413,3
2026-02-28 01:48:08,clean,5000,7,2,organized,0.12670393290676718,4
2026-02-28 01:48:08,clean,5000,7,2,and,0.10947511568271673,5
