word,importance,metric,kernel_width,mean_weight,num_features,iteration
I,5.69434358537951e-05,cosine,0.1925,0.13393639646431096,27,0
had,0.053189114640605564,cosine,0.1925,0.13393639646431096,27,0
a,0.07343044323871095,cosine,0.1925,0.13393639646431096,27,0
fantastic,-0.31271646244915735,cosine,0.1925,0.13393639646431096,27,0
time,-0.04484975115912489,cosine,0.1925,0.13393639646431096,27,0
at,-0.012416975757644805,cosine,0.1925,0.13393639646431096,27,0
this,-0.09366323815737211,cosine,0.1925,0.13393639646431096,27,0
event,-0.022889425520854056,cosine,0.1925,0.13393639646431096,27,0
It,0.056936438034810584,cosine,0.1925,0.13393639646431096,27,0
was,0.047556033734273834,cosine,0.1925,0.13393639646431096,27,0
well,0.012330636606943855,cosine,0.1925,0.13393639646431096,27,0
organized,-0.11717193911522655,cosine,0.1925,0.13393639646431096,27,0
and,-0.08974621087610157,cosine,0.1925,0.13393639646431096,27,0
enjoyed,-0.031038279311459197,cosine,0.1925,0.13393639646431096,27,0
every,-0.1411521503445066,cosine,0.1925,0.13393639646431096,27,0
moment,-0.0772439571506296,cosine,0.1925,0.13393639646431096,27,0
of,-0.005331075146488129,cosine,0.1925,0.13393639646431096,27,0
it,-0.02339336506083302,cosine,0.1925,0.13393639646431096,27,0
The,0.07153780478369277,cosine,0.1925,0.13393639646431096,27,0
speakers,0.023901810980168293,cosine,0.1925,0.13393639646431096,27,0
were,0.12994346899665396,cosine,0.1925,0.13393639646431096,27,0
knowledgeable,-0.0033827221317920954,cosine,0.1925,0.13393639646431096,27,0
insightful,-0.21616789130845032,cosine,0.1925,0.13393639646431096,27,0
learned,-0.04440265372700686,cosine,0.1925,0.13393639646431096,27,0
lot,-0.03233016665634296,cosine,0.1925,0.13393639646431096,27,0
from,0.007731086826363675,cosine,0.1925,0.13393639646431096,27,0
them,-0.03962749871022092,cosine,0.1925,0.13393639646431096,27,0
I,8.082089605700635e-05,cosine,0.1925,0.13459458021225973,27,1
had,0.06645659696998497,cosine,0.1925,0.13459458021225973,27,1
a,0.09116684857767585,cosine,0.1925,0.13459458021225973,27,1
fantastic,-0.3015841943143192,cosine,0.1925,0.13459458021225973,27,1
time,-0.04871502169835522,cosine,0.1925,0.13459458021225973,27,1
at,-0.024475583557378503,cosine,0.1925,0.13459458021225973,27,1
this,-0.08057851472564313,cosine,0.1925,0.13459458021225973,27,1
event,-0.022460667257986597,cosine,0.1925,0.13459458021225973,27,1
It,0.06517110897786393,cosine,0.1925,0.13459458021225973,27,1
was,0.04086024581920689,cosine,0.1925,0.13459458021225973,27,1
well,0.005714225202875934,cosine,0.1925,0.13459458021225973,27,1
organized,-0.11724181971051457,cosine,0.1925,0.13459458021225973,27,1
and,-0.09896749494771206,cosine,0.1925,0.13459458021225973,27,1
enjoyed,-0.016416947722727643,cosine,0.1925,0.13459458021225973,27,1
every,-0.13422208513497821,cosine,0.1925,0.13459458021225973,27,1
moment,-0.06919585027637919,cosine,0.1925,0.13459458021225973,27,1
of,0.025628710355484023,cosine,0.1925,0.13459458021225973,27,1
it,-0.03242483974613611,cosine,0.1925,0.13459458021225973,27,1
The,0.0833200326002093,cosine,0.1925,0.13459458021225973,27,1
speakers,0.025876922742759996,cosine,0.1925,0.13459458021225973,27,1
were,0.1228629791341331,cosine,0.1925,0.13459458021225973,27,1
knowledgeable,-0.005375749815552492,cosine,0.1925,0.13459458021225973,27,1
insightful,-0.19916889347779623,cosine,0.1925,0.13459458021225973,27,1
learned,-0.04386976759133025,cosine,0.1925,0.13459458021225973,27,1
lot,-0.03530350032500836,cosine,0.1925,0.13459458021225973,27,1
from,0.020795257000805357,cosine,0.1925,0.13459458021225973,27,1
them,-0.026109094190262444,cosine,0.1925,0.13459458021225973,27,1
I,-0.01508597339738397,cosine,0.1925,0.13565112409695523,27,2
had,0.04712851121968476,cosine,0.1925,0.13565112409695523,27,2
a,0.08599234882822024,cosine,0.1925,0.13565112409695523,27,2
fantastic,-0.30159963744164886,cosine,0.1925,0.13565112409695523,27,2
time,-0.033668954371369735,cosine,0.1925,0.13565112409695523,27,2
at,-0.02252438185328298,cosine,0.1925,0.13565112409695523,27,2
this,-0.0817662520392602,cosine,0.1925,0.13565112409695523,27,2
event,-0.024960689810335154,cosine,0.1925,0.13565112409695523,27,2
It,0.06324538425002707,cosine,0.1925,0.13565112409695523,27,2
was,0.029753289263979785,cosine,0.1925,0.13565112409695523,27,2
well,0.004211097219763418,cosine,0.1925,0.13565112409695523,27,2
organized,-0.12914778750894507,cosine,0.1925,0.13565112409695523,27,2
and,-0.10893041209317424,cosine,0.1925,0.13565112409695523,27,2
enjoyed,-0.023100927729366873,cosine,0.1925,0.13565112409695523,27,2
every,-0.15963397178893887,cosine,0.1925,0.13565112409695523,27,2
moment,-0.08827665414668737,cosine,0.1925,0.13565112409695523,27,2
of,0.013749358883945146,cosine,0.1925,0.13565112409695523,27,2
it,-0.03762896396602572,cosine,0.1925,0.13565112409695523,27,2
The,0.08066259662365399,cosine,0.1925,0.13565112409695523,27,2
speakers,0.030981924050905083,cosine,0.1925,0.13565112409695523,27,2
were,0.12970431890210024,cosine,0.1925,0.13565112409695523,27,2
knowledgeable,0.004010005050047635,cosine,0.1925,0.13565112409695523,27,2
insightful,-0.19212261166543204,cosine,0.1925,0.13565112409695523,27,2
learned,-0.029921804891535897,cosine,0.1925,0.13565112409695523,27,2
lot,-0.0368649814341855,cosine,0.1925,0.13565112409695523,27,2
from,0.006108513297992805,cosine,0.1925,0.13565112409695523,27,2
them,-0.030789523925240907,cosine,0.1925,0.13565112409695523,27,2
I,0.020653312650617456,cosine,0.1925,0.13440617172355204,27,3
had,0.047789992052251165,cosine,0.1925,0.13440617172355204,27,3
a,0.0948145469615828,cosine,0.1925,0.13440617172355204,27,3
fantastic,-0.3079071243059247,cosine,0.1925,0.13440617172355204,27,3
time,-0.05495250228839278,cosine,0.1925,0.13440617172355204,27,3
at,-0.015816646238706992,cosine,0.1925,0.13440617172355204,27,3
this,-0.1083927790796717,cosine,0.1925,0.13440617172355204,27,3
event,-0.01649114709927759,cosine,0.1925,0.13440617172355204,27,3
It,0.05729861999761983,cosine,0.1925,0.13440617172355204,27,3
was,0.03977304649394738,cosine,0.1925,0.13440617172355204,27,3
well,0.01733486819722505,cosine,0.1925,0.13440617172355204,27,3
organized,-0.13088950092137744,cosine,0.1925,0.13440617172355204,27,3
and,-0.09802813079049588,cosine,0.1925,0.13440617172355204,27,3
enjoyed,-0.028741690107320063,cosine,0.1925,0.13440617172355204,27,3
every,-0.15681649619941784,cosine,0.1925,0.13440617172355204,27,3
moment,-0.08166631282555718,cosine,0.1925,0.13440617172355204,27,3
of,0.008549892614633533,cosine,0.1925,0.13440617172355204,27,3
it,-0.021397506320141677,cosine,0.1925,0.13440617172355204,27,3
The,0.08814404800212189,cosine,0.1925,0.13440617172355204,27,3
speakers,0.036309167624466135,cosine,0.1925,0.13440617172355204,27,3
were,0.11889446125280023,cosine,0.1925,0.13440617172355204,27,3
knowledgeable,-0.010747904841291397,cosine,0.1925,0.13440617172355204,27,3
insightful,-0.22183451874813145,cosine,0.1925,0.13440617172355204,27,3
learned,-0.04313611308804127,cosine,0.1925,0.13440617172355204,27,3
lot,-0.004898217746356747,cosine,0.1925,0.13440617172355204,27,3
from,-0.0018324339942018674,cosine,0.1925,0.13440617172355204,27,3
them,-0.03339894252699133,cosine,0.1925,0.13440617172355204,27,3
I,0.013517793375383445,cosine,0.1925,0.13457563016404206,27,4
had,0.0845426325155888,cosine,0.1925,0.13457563016404206,27,4
a,0.12729330610672954,cosine,0.1925,0.13457563016404206,27,4
fantastic,-0.31035516676982705,cosine,0.1925,0.13457563016404206,27,4
time,-0.05621513701256546,cosine,0.1925,0.13457563016404206,27,4
at,0.003378530005197416,cosine,0.1925,0.13457563016404206,27,4
this,-0.07349246754588744,cosine,0.1925,0.13457563016404206,27,4
event,-0.01403028592163991,cosine,0.1925,0.13457563016404206,27,4
It,0.06989590361968881,cosine,0.1925,0.13457563016404206,27,4
was,0.06066136686192531,cosine,0.1925,0.13457563016404206,27,4
well,0.006224550477554589,cosine,0.1925,0.13457563016404206,27,4
organized,-0.11000865885068273,cosine,0.1925,0.13457563016404206,27,4
and,-0.09444181754023172,cosine,0.1925,0.13457563016404206,27,4
enjoyed,-0.016600507898080936,cosine,0.1925,0.13457563016404206,27,4
every,-0.16517900894017445,cosine,0.1925,0.13457563016404206,27,4
moment,-0.09116851732278192,cosine,0.1925,0.13457563016404206,27,4
of,0.01257989203618976,cosine,0.1925,0.13457563016404206,27,4
it,-0.00921905518491141,cosine,0.1925,0.13457563016404206,27,4
The,0.08144672248607776,cosine,0.1925,0.13457563016404206,27,4
speakers,0.026060155033771088,cosine,0.1925,0.13457563016404206,27,4
were,0.12416004656128456,cosine,0.1925,0.13457563016404206,27,4
knowledgeable,0.011378402911698364,cosine,0.1925,0.13457563016404206,27,4
insightful,-0.20052235883886177,cosine,0.1925,0.13457563016404206,27,4
learned,-0.05599867315897027,cosine,0.1925,0.13457563016404206,27,4
lot,-0.013455990960583527,cosine,0.1925,0.13457563016404206,27,4
from,0.017477473675108338,cosine,0.1925,0.13457563016404206,27,4
them,-0.02953749175284113,cosine,0.1925,0.13457563016404206,27,4
I,0.011263213431103182,cosine,0.1925,0.13433701136637027,27,5
had,0.07364113594010792,cosine,0.1925,0.13433701136637027,27,5
a,0.0841782245670018,cosine,0.1925,0.13433701136637027,27,5
fantastic,-0.3096972189686414,cosine,0.1925,0.13433701136637027,27,5
time,-0.03020132189578501,cosine,0.1925,0.13433701136637027,27,5
at,-0.020068475618634337,cosine,0.1925,0.13433701136637027,27,5
this,-0.07668135306561927,cosine,0.1925,0.13433701136637027,27,5
event,-0.017279924388750017,cosine,0.1925,0.13433701136637027,27,5
It,0.07431797113049905,cosine,0.1925,0.13433701136637027,27,5
was,0.04146423202855817,cosine,0.1925,0.13433701136637027,27,5
