word,importance,metric,kernel_width,mean_weight,num_features,iteration
I,-0.1512710319825937,cosine,0.1925,0.1346681656258672,27,0
had,-0.008352701133226616,cosine,0.1925,0.1346681656258672,27,0
a,0.19803274493063805,cosine,0.1925,0.1346681656258672,27,0
fitsnatac,-0.1836547750075748,cosine,0.1925,0.1346681656258672,27,0
time,0.0442638999427701,cosine,0.1925,0.1346681656258672,27,0
at,-0.05920999553098225,cosine,0.1925,0.1346681656258672,27,0
this,-0.259275877251018,cosine,0.1925,0.1346681656258672,27,0
event,-0.0648330360556927,cosine,0.1925,0.1346681656258672,27,0
It,0.04259441813830952,cosine,0.1925,0.1346681656258672,27,0
was,0.034405952568131136,cosine,0.1925,0.1346681656258672,27,0
wlel,6.519069760458897e-05,cosine,0.1925,0.1346681656258672,27,0
orngaiezd,-0.09009400668549822,cosine,0.1925,0.1346681656258672,27,0
and,-0.2865572696002626,cosine,0.1925,0.1346681656258672,27,0
eyojned,-0.046848172840113965,cosine,0.1925,0.1346681656258672,27,0
evrey,0.027160302844806423,cosine,0.1925,0.1346681656258672,27,0
moment,-0.11485443862799641,cosine,0.1925,0.1346681656258672,27,0
of,0.01632619448965969,cosine,0.1925,0.1346681656258672,27,0
it,0.016771276147716632,cosine,0.1925,0.1346681656258672,27,0
The,0.12165838711226583,cosine,0.1925,0.1346681656258672,27,0
speakers,-0.06772815447650146,cosine,0.1925,0.1346681656258672,27,0
were,0.12310536098352508,cosine,0.1925,0.1346681656258672,27,0
konwledgaeble,-0.035604350758334125,cosine,0.1925,0.1346681656258672,27,0
insihgftul,-0.22593140579752308,cosine,0.1925,0.1346681656258672,27,0
laerned,-0.009491839102297273,cosine,0.1925,0.1346681656258672,27,0
lot,0.15861498739288274,cosine,0.1925,0.1346681656258672,27,0
from,0.03671668319886051,cosine,0.1925,0.1346681656258672,27,0
them,-0.022863047338247837,cosine,0.1925,0.1346681656258672,27,0
I,-0.15010899613605555,cosine,0.1925,0.13479720381154367,27,1
had,-0.008039531850972852,cosine,0.1925,0.13479720381154367,27,1
a,0.20211734082042,cosine,0.1925,0.13479720381154367,27,1
fitsnatac,-0.19950944953214464,cosine,0.1925,0.13479720381154367,27,1
time,0.017079835785465937,cosine,0.1925,0.13479720381154367,27,1
at,-0.06376313777917492,cosine,0.1925,0.13479720381154367,27,1
this,-0.288044504469035,cosine,0.1925,0.13479720381154367,27,1
event,-0.050580855467770504,cosine,0.1925,0.13479720381154367,27,1
It,0.09431526370064272,cosine,0.1925,0.13479720381154367,27,1
was,0.030589824246709998,cosine,0.1925,0.13479720381154367,27,1
wlel,-0.003946657086589921,cosine,0.1925,0.13479720381154367,27,1
orngaiezd,-0.10499568437332851,cosine,0.1925,0.13479720381154367,27,1
and,-0.28705083166653483,cosine,0.1925,0.13479720381154367,27,1
eyojned,-0.015305975769077107,cosine,0.1925,0.13479720381154367,27,1
evrey,0.032468556408947774,cosine,0.1925,0.13479720381154367,27,1
moment,-0.0956403072879981,cosine,0.1925,0.13479720381154367,27,1
of,-0.01839145911572666,cosine,0.1925,0.13479720381154367,27,1
it,0.009362524158127924,cosine,0.1925,0.13479720381154367,27,1
The,0.11507849103414049,cosine,0.1925,0.13479720381154367,27,1
speakers,-0.04493709187855421,cosine,0.1925,0.13479720381154367,27,1
were,0.12339663496941496,cosine,0.1925,0.13479720381154367,27,1
konwledgaeble,-0.04739998770396471,cosine,0.1925,0.13479720381154367,27,1
insihgftul,-0.21776008908827493,cosine,0.1925,0.13479720381154367,27,1
laerned,-0.006721039791869582,cosine,0.1925,0.13479720381154367,27,1
lot,0.14920509908862897,cosine,0.1925,0.13479720381154367,27,1
from,0.03822482601316232,cosine,0.1925,0.13479720381154367,27,1
them,-0.017736597382135944,cosine,0.1925,0.13479720381154367,27,1
I,-0.16754896645506648,cosine,0.1925,0.13489602934035777,27,2
had,-0.011457594244684535,cosine,0.1925,0.13489602934035777,27,2
a,0.20349401185827917,cosine,0.1925,0.13489602934035777,27,2
fitsnatac,-0.2009898658923283,cosine,0.1925,0.13489602934035777,27,2
time,0.0465086982994274,cosine,0.1925,0.13489602934035777,27,2
at,-0.0657352380320034,cosine,0.1925,0.13489602934035777,27,2
this,-0.2761058380409207,cosine,0.1925,0.13489602934035777,27,2
event,-0.05451357902726025,cosine,0.1925,0.13489602934035777,27,2
It,0.09076005570723361,cosine,0.1925,0.13489602934035777,27,2
was,0.04897996369504919,cosine,0.1925,0.13489602934035777,27,2
wlel,0.010031529023534507,cosine,0.1925,0.13489602934035777,27,2
orngaiezd,-0.0948239384380242,cosine,0.1925,0.13489602934035777,27,2
and,-0.2789922537003713,cosine,0.1925,0.13489602934035777,27,2
eyojned,-0.003464943960052856,cosine,0.1925,0.13489602934035777,27,2
evrey,0.030888659776822782,cosine,0.1925,0.13489602934035777,27,2
moment,-0.11676915108547571,cosine,0.1925,0.13489602934035777,27,2
of,-0.010277437030735637,cosine,0.1925,0.13489602934035777,27,2
it,0.013335981045606947,cosine,0.1925,0.13489602934035777,27,2
The,0.12091505186206906,cosine,0.1925,0.13489602934035777,27,2
speakers,-0.03976104702072158,cosine,0.1925,0.13489602934035777,27,2
were,0.15045216547699994,cosine,0.1925,0.13489602934035777,27,2
konwledgaeble,-0.03753871231947653,cosine,0.1925,0.13489602934035777,27,2
insihgftul,-0.21282300863511025,cosine,0.1925,0.13489602934035777,27,2
laerned,-0.0081677131735126,cosine,0.1925,0.13489602934035777,27,2
lot,0.139380887061216,cosine,0.1925,0.13489602934035777,27,2
from,0.05454812138426329,cosine,0.1925,0.13489602934035777,27,2
them,-0.01437708596369856,cosine,0.1925,0.13489602934035777,27,2
I,-0.151499828010876,cosine,0.1925,0.13474353311243414,27,3
had,0.0016359088142815284,cosine,0.1925,0.13474353311243414,27,3
a,0.1970383741571783,cosine,0.1925,0.13474353311243414,27,3
fitsnatac,-0.18883794698447393,cosine,0.1925,0.13474353311243414,27,3
time,0.02766077122667299,cosine,0.1925,0.13474353311243414,27,3
at,-0.06102956159842805,cosine,0.1925,0.13474353311243414,27,3
this,-0.2728535573043589,cosine,0.1925,0.13474353311243414,27,3
event,-0.07477836246695621,cosine,0.1925,0.13474353311243414,27,3
It,0.09029245720531166,cosine,0.1925,0.13474353311243414,27,3
was,0.054655146468064304,cosine,0.1925,0.13474353311243414,27,3
wlel,-0.020397299014600422,cosine,0.1925,0.13474353311243414,27,3
orngaiezd,-0.10258330528760608,cosine,0.1925,0.13474353311243414,27,3
and,-0.2836312044161537,cosine,0.1925,0.13474353311243414,27,3
eyojned,0.00975469278524502,cosine,0.1925,0.13474353311243414,27,3
evrey,0.0311608769657524,cosine,0.1925,0.13474353311243414,27,3
moment,-0.09872866705364046,cosine,0.1925,0.13474353311243414,27,3
of,-0.012472916900552628,cosine,0.1925,0.13474353311243414,27,3
it,0.012349337212831176,cosine,0.1925,0.13474353311243414,27,3
The,0.12252243006883579,cosine,0.1925,0.13474353311243414,27,3
speakers,-0.05295139871738423,cosine,0.1925,0.13474353311243414,27,3
were,0.12444633311027019,cosine,0.1925,0.13474353311243414,27,3
konwledgaeble,-0.033862804222103596,cosine,0.1925,0.13474353311243414,27,3
insihgftul,-0.20746168040371318,cosine,0.1925,0.13474353311243414,27,3
laerned,-0.02337205122915021,cosine,0.1925,0.13474353311243414,27,3
lot,0.14962000717548501,cosine,0.1925,0.13474353311243414,27,3
from,0.04217708089524246,cosine,0.1925,0.13474353311243414,27,3
them,-0.012109491039348406,cosine,0.1925,0.13474353311243414,27,3
I,-0.1668210268845574,cosine,0.1925,0.1343661036854104,27,4
had,0.029698446926938196,cosine,0.1925,0.1343661036854104,27,4
a,0.17972892971950902,cosine,0.1925,0.1343661036854104,27,4
fitsnatac,-0.19945030613597944,cosine,0.1925,0.1343661036854104,27,4
time,0.03746651221445373,cosine,0.1925,0.1343661036854104,27,4
at,-0.07720696209848187,cosine,0.1925,0.1343661036854104,27,4
